time,seconds_elapsed,z,y,x
1670358941494448400,0.205448486328125,-52.838199615478516,1.207800030708313,-42.06559753417969
1670358941504448300,0.2154482421875,-53.106597900390625,1.3907999992370605,-42.16320037841797
1670358941514448400,0.225448486328125,-53.36280059814453,1.402999997138977,-42.22419738769531
1670358941524448300,0.2354482421875,-53.38719940185547,1.42739999294281,-42.211997985839844
1670358941534448400,0.245448486328125,-53.46039962768555,1.476199984550476,-42.211997985839844
1670358941544448300,0.2554482421875,-53.49699783325195,1.5127999782562256,-42.199798583984375
1670358941554448400,0.265448486328125,-53.472599029541016,1.4639999866485596,-42.22419738769531
1670358941564448300,0.2754482421875,-53.46039962768555,1.476199984550476,-42.248600006103516
1670358941574448400,0.285448486328125,-53.545799255371094,1.5127999782562256,-42.27299880981445
1670358941584448300,0.2954482421875,-53.49699783325195,1.549399971961975,-42.260799407958984
1670358941594448400,0.305448486328125,-53.472599029541016,1.5615999698638916,-42.260799407958984
1670358941604448300,0.3154482421875,-53.55799865722656,1.573799967765808,-42.321800231933594
1670358941614448400,0.325448486328125,-53.521400451660156,1.573799967765808,-42.321800231933594
1670358941624448300,0.3354482421875,-53.5823974609375,1.5615999698638916,-42.43159866333008
1670358941634448400,0.345448486328125,-53.70439910888672,1.573799967765808,-42.46820068359375
1670358941644448300,0.3554482421875,-53.740997314453125,1.6103999614715576,-42.48040008544922
1670358941654448400,0.365448486328125,-53.71659851074219,1.6103999614715576,-42.5536003112793
1670358941664448300,0.3754482421875,-53.740997314453125,1.6103999614715576,-42.626800537109375
1670358941674448400,0.385448486328125,-53.68000030517578,1.6835999488830566,-42.66339874267578
1670358941684448300,0.3954482421875,-53.61899948120117,1.6957999467849731,-42.60239791870117
1670358941694448400,0.405448486328125,-53.64339828491211,1.6713999509811401,-42.67559814453125
1670358941704448300,0.4154482421875,-53.5823974609375,1.6835999488830566,-42.60239791870117
1670358941714448400,0.425448486328125,-53.49699783325195,1.7567999362945557,-42.60239791870117
1670358941724448300,0.4354482421875,-53.472599029541016,1.6835999488830566,-42.5901985168457
1670358941734448400,0.445448486328125,-53.50919723510742,1.7445999383926392,-42.577999114990234
1670358941744448300,0.4554482421875,-53.57019805908203,1.7201999425888062,-42.54140090942383
1670358941754448400,0.465448486328125,-53.57019805908203,1.6957999467849731,-42.49259948730469
1670358941764448300,0.4754482421875,-53.545799255371094,1.6957999467849731,-42.529197692871094
1670358941774448400,0.485448486328125,-53.55799865722656,1.6835999488830566,-42.516998291015625
1670358941784448300,0.4954482421875,-53.55799865722656,1.6469999551773071,-42.54140090942383
1670358941794448400,0.505448486328125,-53.594600677490234,1.6225999593734741,-42.49259948730469
1670358941804448300,0.5154482421875,-53.533599853515625,1.6713999509811401,-42.48040008544922
1670358941814448400,0.525448486328125,-53.545799255371094,1.6103999614715576,-42.455997467041016
1670358941824448300,0.5354482421875,-53.484798431396484,1.6469999551773071,-42.40719985961914
1670358941834448400,0.545448486328125,-53.484798431396484,1.6103999614715576,-42.39500045776367
1670358941844448300,0.5554482421875,-53.472599029541016,1.6103999614715576,-42.3828010559082
1670358941854448400,0.565448486328125,-53.46039962768555,1.6225999593734741,-42.29739761352539
1670358941864448300,0.5754482421875,-53.411598205566406,1.6957999467849731,-42.22419738769531
1670358941874448400,0.585448486328125,-53.32619857788086,1.6835999488830566,-42.199798583984375
1670358941884448300,0.5954482421875,-53.36280059814453,1.6835999488830566,-42.16320037841797
1670358941894448400,0.605448486328125,-53.31399917602539,1.7567999362945557,-42.11439895629883
1670358941904448300,0.6154482421875,-53.28960037231445,1.7567999362945557,-42.138797760009766
1670358941914448400,0.625448486328125,-53.26519775390625,1.8055999279022217,-42.1265983581543
1670358941924448300,0.6354482421875,-53.25299835205078,1.8177999258041382,-42.10219955444336
1670358941934448400,0.645448486328125,-53.228599548339844,1.8299999237060547,-42.07780075073242
1670358941944448300,0.6554482421875,-53.216400146484375,1.8299999237060547,-42.07780075073242
1670358941954448400,0.665448486328125,-53.204200744628906,1.8543999195098877,-42.05339813232422
1670358941964448300,0.6754482421875,-53.1431999206543,1.8421999216079712,-42.05339813232422
1670358941974448400,0.685448486328125,-53.1431999206543,1.7933999300003052,-42.05339813232422
1670358941984448300,0.6954482421875,-53.155399322509766,1.7567999362945557,-42.02899932861328
1670358941994448400,0.705448486328125,-53.1431999206543,1.7079999446868896,-41.96799850463867
1670358942004448300,0.7154482421875,-53.106597900390625,1.6957999467849731,-41.9557991027832
1670358942014448400,0.725448486328125,-53.05780029296875,1.6835999488830566,-41.9557991027832
1670358942024448300,0.7354482421875,-53.02119827270508,1.6469999551773071,-41.90699768066406
1670358942034448400,0.745448486328125,-53.03339767456055,1.6103999614715576,-41.90699768066406
1670358942044448300,0.7554482421875,-53.02119827270508,1.6103999614715576,-41.882598876953125
1670358942054448400,0.765448486328125,-52.99679946899414,1.5859999656677246,-41.85820007324219
1670358942064448300,0.7754482421875,-52.96019744873047,1.573799967765808,-41.833797454833984
1670358942074448400,0.785448486328125,-52.9724006652832,1.5859999656677246,-41.870399475097656
1670358942084448300,0.7954482421875,-52.98460006713867,1.5859999656677246,-41.882598876953125
1670358942094448400,0.805448486328125,-52.98460006713867,1.5981999635696411,-41.931400299072266
1670358942104448300,0.8154482421875,-52.96019744873047,1.5859999656677246,-41.943599700927734
1670358942114448400,0.825448486328125,-52.96019744873047,1.6103999614715576,-41.96799850463867
1670358942124448300,0.8354482421875,-52.9724006652832,1.5859999656677246,-41.99239730834961
