time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1670358941526095000,0.23709521484375,-0.6950050592422485,0.0022103225346654654,-0.0009487735223956406,0.7190008759498596,0.0018596622394397855,0.004436723422259092,1.5368553400039673
1670358941536018400,0.247018310546875,-0.6949791312217712,0.0021603661589324474,-0.0009469392825849354,0.7190260291099548,0.0017905310960486531,0.004364580847322941,1.536783218383789
1670358941545941800,0.256941650390625,-0.6948955059051514,0.0020133224315941334,-0.0009623162914067507,0.7191072106361389,0.001558185089379549,0.004182126838713884,1.5365506410598755
1670358941555864800,0.26686474609375,-0.694885790348053,0.0019008241361007094,-0.0009926866041496396,0.7191169261932373,0.001354233711026609,0.004069438204169273,1.5365238189697266
1670358941565788200,0.2767880859375,-0.6948646903038025,0.0018214546144008636,-0.0010286562610417604,0.7191374897956848,0.0011902087135240436,0.004010830074548721,1.5364652872085571
1670358941575711200,0.286711181640625,-0.6949561834335327,0.0018324486445635557,-0.0010666541056707501,0.7190489768981934,0.0011526946909725666,0.004080907441675663,1.5367199182510376
1670358941585634600,0.296634521484375,-0.6949251294136047,0.0018642686773091555,-0.0010887382086366415,0.7190788388252258,0.0011679396266117692,0.004156843759119511,1.5366336107254028
1670358941595558000,0.306557861328125,-0.6950547099113464,0.0019109944114461541,-0.0011488208547234535,0.7189534306526184,0.0011508561437949538,0.004308402072638273,1.5369943380355835
1670358941605481000,0.31648095703125,-0.6951108574867249,0.0018610232509672642,-0.0012407409958541393,0.7188990712165833,0.0009508798248134553,0.004371183924376965,1.5371509790420532
1670358941615404300,0.326404296875,-0.6950908303260803,0.001770321512594819,-0.0013112900778651237,0.7189185619354248,0.000722509459592402,0.004346503410488367,1.537095546722412
1670358941625327600,0.33632763671875,-0.6950904130935669,0.0016648485325276852,-0.0013608549488708377,0.7189191579818726,0.000501953240018338,0.004271143116056919,1.5370947122573853
1670358941635251000,0.3462509765625,-0.6952167749404907,0.0016345909098163247,-0.001402464578859508,0.7187969088554382,0.0003998476022388786,0.004288977477699518,1.5374464988708496
1670358941645174300,0.35617431640625,-0.6951659321784973,0.001672233804129064,-0.0013925035018473864,0.7188460230827332,0.00046811971697025,0.004326964728534222,1.5373049974441528
1670358941655097600,0.36609765625,-0.6952198147773743,0.0017378571210429072,-0.0013531307922676206,0.7187938094139099,0.00061688112327829,0.004361643455922604,1.537454605102539
1670358941665021000,0.37602099609375,-0.6951566934585571,0.001764911343343556,-0.0013212522026151419,0.7188548445701599,0.0007004821673035622,0.004353370983153582,1.5372788906097412
1670358941674944300,0.3859443359375,-0.6950228810310364,0.0017469259910285473,-0.0013202964328229427,0.7189843058586121,0.000676758645568043,0.004326865542680025,1.5369065999984741
1670358941684867600,0.39586767578125,-0.6950049996376038,0.0016962719382718205,-0.001353365951217711,0.7190016508102417,0.0005580576253123581,0.0043039931915700436,1.536857008934021
1670358941694791000,0.405791015625,-0.69505774974823,0.0016556248301640153,-0.0014167909976094961,0.718950629234314,0.0004111257439944893,0.004338728729635477,1.5370041131973267
1670358941704714200,0.41571435546875,-0.6950938701629639,0.0016340622678399086,-0.0014987938338890672,0.718915581703186,0.0002659033634699881,0.004426680039614439,1.5371050834655762
1670358941714637600,0.425637451171875,-0.6950917840003967,0.0016460588667541742,-0.001576174981892109,0.7189173698425293,0.00017558988474775106,0.0045546190813183784,1.5370997190475464
1670358941724561000,0.435560791015625,-0.6952556371688843,0.0016640385147184134,-0.0016183737898245454,0.718758761882782,0.0001417190214851871,0.004640322178602219,1.5375559329986572
1670358941734484200,0.445484130859375,-0.6951425075531006,0.0016894652508199215,-0.0016040770569816232,0.7188681960105896,0.00019888352835550904,0.004655094817280769,1.537240982055664
1670358941744407600,0.455407470703125,-0.6951418519020081,0.0017130642663687468,-0.0015787113225087523,0.7188688516616821,0.0002680834149941802,0.0046514347195625305,1.5372390747070312
1670358941754331000,0.465330810546875,-0.6951495409011841,0.0017497135559096932,-0.0015534916892647743,0.7188613414764404,0.0003557886811904609,0.004666131921112537,1.5372602939605713
1670358941764254200,0.475254150390625,-0.6951186656951904,0.0017651616362854838,-0.0015386193990707397,0.7188912034034729,0.0003988765529356897,0.004666210152208805,1.5371742248535156
1670358941774177500,0.485177490234375,-0.6951343417167664,0.0017695276765152812,-0.0015526484930887818,0.7188760042190552,0.00038554781349375844,0.004692459478974342,1.5372179746627808
1670358941784100900,0.495100830078125,-0.6952379941940308,0.001792021794244647,-0.0015843496657907963,0.7187756299972534,0.0003731272299773991,0.004769365303218365,1.5375065803527832
1670358941794024200,0.505024169921875,-0.69538414478302,0.0018128982046619058,-0.0016425306675955653,0.7186340689659119,0.0003212449373677373,0.00488209817558527,1.5379136800765991
1670358941803947500,0.514947509765625,-0.6953853368759155,0.0017943931743502617,-0.0016800714656710625,0.7186328768730164,0.00024242875224445015,0.0049103181809186935,1.5379172563552856
1670358941813870800,0.524870849609375,-0.6953703165054321,0.001762867788784206,-0.0016921975184231997,0.7186474204063416,0.00018035509856417775,0.004883898422122002,1.5378754138946533
1670358941823794200,0.534794189453125,-0.6953675746917725,0.0017342817736789584,-0.0016709277406334877,0.718650221824646,0.00016886797675397247,0.004813570529222488,1.537867784500122
1670358941833717500,0.544717529296875,-0.6952409148216248,0.0017315526492893696,-0.0016373478574678302,0.718772828578949,0.00021248575649224222,0.004761472810059786,1.5375150442123413
1670358941843640800,0.554640869140625,-0.6952947378158569,0.001748119480907917,-0.0016147737624123693,0.7187207937240601,0.0002673352137207985,0.004752077162265778,1.5376646518707275
1670358941853564200,0.564564208984375,-0.6953166723251343,0.0017789544072002172,-0.0016223310958594084,0.7186994552612305,0.0003010029613506049,0.004805828910320997,1.5377256870269775
1670358941863487500,0.574487548828125,-0.6953682899475098,0.0018093216931447387,-0.0016423995839431882,0.7186494469642639,0.00031639455119147897,0.004876928403973579,1.5378694534301758
1670358941873410800,0.584410888671875,-0.6952956914901733,0.0018189515685662627,-0.0016810819506645203,0.7187195420265198,0.00027693729498423636,0.004945891443639994,1.5376677513122559
1670358941883334100,0.594334228515625,-0.6953558325767517,0.0018280852818861604,-0.0017254470149055123,0.7186612486839294,0.00022795176482759416,0.005022384226322174,1.5378353595733643
1670358941893257500,0.604257568359375,-0.6953715682029724,0.0018332008039578795,-0.0017565905582159758,0.7186459302902222,0.00019188076839782298,0.0050742668099701405,1.5378793478012085
1670358941903180800,0.614180908203125,-0.6952189207077026,0.0018306446727365255,-0.0017685418715700507,0.7187935709953308,0.00017266593931708485,0.005087852943688631,1.5374547243118286
1670358941913104100,0.624104248046875,-0.6951149702072144,0.001823595492169261,-0.0017497384687885642,0.7188941240310669,0.0001894075976451859,0.005050991661846638,1.5371652841567993
1670358941923027500,0.63402734375,-0.6949940323829651,0.0018158447928726673,-0.0017056616488844156,0.7190111875534058,0.00024037920229602605,0.004976802505552769,1.536828637123108
