time,seconds_elapsed,z,y,x
1670350768797098800,0.3620986328125,-0.004394086077809334,0.020772043615579605,-0.02916075475513935
1670350768807278000,0.372278076171875,-0.0011983871227130294,0.0005326165119186044,-0.03768261894583702
1670350768817278000,0.38227783203125,-0.004394086077809334,-0.030359141528606415,-0.02916075475513935
1670350768827444200,0.3924443359375,-0.012915950268507004,-0.046337638050317764,-0.01957365684211254
1670350768837444000,0.402444091796875,-0.011850717477500439,-0.041011471301317215,-0.01637795753777027
1670350768847597600,0.41259765625,-0.004394086077809334,-0.018641578033566475,-0.02170412242412567
1670350768857597700,0.42259765625,0.0030625448562204838,0.0037283156998455524,-0.02703028731048107
1670350768867739000,0.43273876953125,0.004127778112888336,0.015445878729224205,-0.03129122033715248
1670350768877739000,0.442739013671875,0.004127778112888336,0.023967742919921875,-0.03342168778181076
1670350768887868700,0.45286865234375,-0.0001331541279796511,0.025032976642251015,-0.03448691964149475
1670350768897868800,0.462868896484375,-0.00226362026296556,0.020772043615579605,-0.03768261894583702
1670350768907987200,0.4729873046875,-0.0033288532868027687,0.015445878729224205,-0.039813082665205
1670350768917987300,0.4829873046875,-0.0011983871227130294,0.017576344311237335,-0.04833494871854782
1670350768928095000,0.493094970703125,0.004127778112888336,0.012250179424881935,-0.05472634732723236
1670350768938095000,0.50309521484375,0.005193010903894901,0.00585878174751997,-0.05685681104660034
1670350768948192800,0.51319287109375,0.006258244160562754,0.006924014538526535,-0.05685681104660034
1670350768958377000,0.523376953125,0.0030625448562204838,0.006924014538526535,-0.05579157918691635
1670350768968377000,0.533377197265625,-0.00226362026296556,0.0047935484908521175,-0.05366111174225807
1670350768978454300,0.543454345703125,-0.007589785382151604,0.010119713842868805,-0.05153064802289009
1670350768988599600,0.553599609375,-0.006524552125483751,0.021837277337908745,-0.05579157918691635
1670350768998599700,0.563599609375,-0.012915950268507004,0.00585878174751997,-0.0717700719833374
1670350769008659200,0.5736591796875,-0.015046416781842709,-0.0026630824431777,-0.0824224054813385
1670350769018770200,0.583770263671875,-0.010785484686493874,0.00905448105186224,-0.0930747389793396
1670350769028923400,0.59392333984375,0.0009320789249613881,0.028228675946593285,-0.09840089827775955
1670350769039108000,0.604108154296875,0.009453942999243736,0.033554840832948685,-0.0930747389793396
1670350769049108200,0.614108154296875,0.004127778112888336,0.031424373388290405,-0.08135717362165451
1670350769059132200,0.624132080078125,-0.013981183059513569,0.026098208501935005,-0.0717700719833374
1670350769069175600,0.634175537109375,-0.026763979345560074,0.015445878729224205,-0.06644391268491745
1670350769079232800,0.644232666015625,-0.03528584539890289,0.019706811755895615,-0.06750914454460144
1670350769089297700,0.654297607421875,-0.037416309118270874,0.022902509197592735,-0.07816147059202194
1670350769099364600,0.664364501953125,-0.03528584539890289,0.018641578033566475,-0.08455286920070648
1670350769109338600,0.674338623046875,-0.036351077258586884,0.0015978495357558131,-0.08455286920070648
1670350769119263700,0.684263671875,-0.03848154470324516,-0.018641578033566475,-0.0717700719833374
1670350769129189000,0.694189208984375,-0.040612008422613144,-0.027163442224264145,-0.05579157918691635
1670350769139114200,0.7041142578125,-0.03954677656292915,-0.017576344311237335,-0.04194355010986328
1670350769149039600,0.71403955078125,-0.027829213067889214,0.012250179424881935,-0.02916075475513935
1670350769158965000,0.723965087890625,-0.011850717477500439,0.037815771996974945,-0.01744319126009941
1670350769168890000,0.73389013671875,-0.00226362026296556,0.039946239441633224,-0.004660394508391619
1670350769178815500,0.7438154296875,0.001997311832383275,0.028228675946593285,0.012383334338665009
1670350769188740600,0.75374072265625,0.001997311832383275,0.017576344311237335,0.02410089783370495
1670350769198666000,0.763666015625,0.005193010903894901,0.01118494663387537,0.02410089783370495
1670350769208591000,0.773591064453125,0.005193010903894901,0.0015978495357558131,0.015579032711684704
1670350769218516500,0.7835166015625,0.001997311832383275,-0.0026630824431777,0.007057168986648321
1670350769228441600,0.793441650390625,-0.0011983871227130294,0.0026630824431777,-0.0014646954368799925
1670350769238367000,0.803366943359375,-0.0001331541279796511,0.006924014538526535,-0.007856093347072601
1670350769248292400,0.813292236328125,0.0009320789249613881,0.01118494663387537,-0.005725627299398184
1670350769258217500,0.823217529296875,0.0009320789249613881,0.0079892473295331,0.000665770610794425
1670350769268142800,0.833142822265625,0.0030625448562204838,0.0037283156998455524,0.008122402243316174
1670350769278068000,0.84306787109375,0.005193010903894901,0.0015978495357558131,0.008122402243316174
1670350769287993300,0.852993408203125,0.007323476951569319,0.016511112451553345,-0.0003994623839389533
1670350769297918500,0.86291845703125,0.010519175790250301,0.048468101769685745,-0.01637795753777027
1670350769307843800,0.87284375,0.015845341607928276,0.062316130846738815,-0.03235645219683647
1670350769317769000,0.88276904296875,0.01704372838139534,0.062316130846738815,-0.04620448127388954
1670350769327694300,0.8926943359375,0.013714875094592571,0.062316130846738815,-0.05472634732723236
1670350769337619500,0.902619384765625,0.01704372838139534,0.07296846061944962,-0.06324820965528488
1670350769347544800,0.912544921875,0.0319569893181324,0.07296846061944962,-0.07496577501296997
1670350769357470200,0.92247021484375,0.0426093190908432,0.0644465982913971,-0.08455286920070648
1670350769367395300,0.932395263671875,0.05006595328450203,0.059120431542396545,-0.08135717362165451
1670350769377320700,0.94232080078125,0.05006595328450203,0.053794268518686295,-0.07496577501296997
1670350769387245800,0.952245849609375,0.05219641700387001,0.055924732238054276,-0.0717700719833374
1670350769397171200,0.962171142578125,0.05965305119752884,0.06551183015108109,-0.07816147059202194
1670350769407096300,0.972096435546875,0.06604444980621338,0.07190322875976562,-0.09200949966907501
